userName,screenName,userID,userLocation,user_descrip,user_url,followers,friends,user_ctime,source,post_time,tweet_id,tweet_text,favorite_count,retweet_count
Paula Shirley,PaulaShirley14,1378716236536807424,,☮️🌊,,670,1166,2021-04-04 14:29:23+00:00,Twitter Web App,2022-09-26 23:54:43+00:00,1574548048331493376,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Mr. DAPs,mrdaps,23414661,"Disneyland
","The guy in the trilby and bowtie you see at Disneyland, hosts GEEKS CORNER, and runs DAPS MAGIC!",https://t.co/o9RsdM2Bfj,5123,1687,2009-03-09 08:10:19+00:00,Twitter for iPhone,2022-09-26 23:54:41+00:00,1574548043147272193,RT @DAPs_Magic: #WaltDisneyWorld Resort Provides First Updates on Operational Changes Ahead of Arrival of #HurricaneIan https://t.co/sY5roR…,0,4
Sunshine Statement,SunStatement,2895588229,,"Focused on the civics of We the People and the politicians we elect, particularly (hence the title) in Florida, but also in Washington & around the world.",,261,1310,2014-11-10 11:26:11+00:00,Twitter Web App,2022-09-26 23:54:41+00:00,1574548042040020992,RT @PhilFerro7: These are the headlines you should know regarding Hurricane Ian. NO DIRECT IMPACT from the system The strong hurricane forc…,0,11
Aj Baalman,AjBaalman,1185869290588770304,,"Disabled Catholic. Co-Founder Of Ordo Militaris Catholicus, 2nd cousin of 36 Generations to El Cid, 43rd Great Grandson to King Alphonso VIII Of Castile-Leon.",https://t.co/lSLEPfhiP2,568,785,2019-10-20 10:44:22+00:00,Twitter Web App,2022-09-26 23:54:41+00:00,1574548041860018177,RT @tropicalupdate: Latest NHC impacts from Hurricane Ian from the 5pm track. New track comes out at 11pm. https://t.co/Hk3pbO7x8H #flwx #I…,0,98
LauraEgocheaga.eth,LauraEgocheaga,19494565,"St Pete Beach, FL","🤖 Helping Results Driven B2B Entrepreneurs Productize Their Knowledge 🧠, Implement Acquisition 💰 & Operations Systems at Scale ⚙️ @ViralGrowthM👇",https://t.co/7yLPBs9b1T,1456,1354,2009-01-25 16:51:29+00:00,Twitter for iPhone,2022-09-26 23:54:41+00:00,1574548040723177477,"I don’t really worry about hurricanes until it’s a CAT 5 but I just realized I’ve never lived on the water when there’s a hurricane…

And we left Corals mom alone with 3 dogs &amp; a boat on the water 🤦‍♀️ 

Praying Ian dramatically moves west 🙏",0,0
FOOTBALL IS BACK!!,Hardstix11,1432072458895609866,"Mount Pleasant, MI",,,125,169,2021-08-29 20:07:43+00:00,Twitter for iPhone,2022-09-26 23:54:40+00:00,1574548038533554176,"RT @AdamSchefter: With Hurricane Ian looming, the Buccaneers are evacuating Tampa on Tuesday afternoon and will spend the week practicing a…",0,790
Atlanta Metro Gazette,atlmetrogazette,1479555337246154757,"Atlanta, Ga","Atlanta Metro Gazette - Today's News Now | Serving Atlanta And All Surrounding Areas
Follow Us: https://t.co/1aaKHdRyki",https://t.co/FywJegV05V,45,34,2022-01-07 20:47:57+00:00,WordPress.com,2022-09-26 23:54:39+00:00,1574548035153035267,Georgia prepares for Hurricane Ian | 11Alive News at Noon https://t.co/tWNmN2TA6g,0,0
Liberal Hammer,steelersguy344,237369862,,My wife made me get a twitter!,,28,149,2011-01-12 17:54:53+00:00,Twitter for Android,2022-09-26 23:54:39+00:00,1574548034385739776,"RT @RitaForFlorida: The latest update regarding Hurricane Ian shows the storm is now a Cat 2 with winds over 100 mph.

If you’re in need of…",0,1
Phill Russchen ︽✵︽,RushInKhaos,4332284595,"London, Ontario","He/Him. Whovian, Gamer (add me on PS4: RushInKhaos), Browncoat, Greendale Human Being, The Wheel of Time",,740,4997,2015-11-30 20:13:28+00:00,Twitter for Android,2022-09-26 23:54:38+00:00,1574548030631518208,"RT @ODanicaRockwood: Legitimately how I look when there's a massive storm on the horizon, because there is one in this photo. 

Ain't worri…",0,62
Helen DeBord🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🍊🍊🍊🍊🍊,DebordHelen,1413275087088795651,United States,"Ultra Maga Deplorable
God, family and faith.  Live and let live.  Be good to the earth and thankful every day.  Draw your line in the sand.",,2147,3141,2021-07-08 23:14:02+00:00,Twitter for Android,2022-09-26 23:54:38+00:00,1574548030606434304,"RT @MischievousLiz: Please pray for those that are on the west side of FL, &amp; will be hit directly, none of us take hurricanes,lightly, it’s…",0,4
Yvonne  K.,YvonneKirlew,970842271,,,,63,28,2012-11-25 21:37:39+00:00,Twitter Web App,2022-09-26 23:54:38+00:00,1574548028932861952,Hurricane Ian approaches Florida while Ron Desantis thumbs his nose at donor States. https://t.co/Oq2OiPPkNx,0,0
Deirdre Emerson 🇺🇸,Deirdremerson,1612143044,New York City🗽,"Bitcoin is the most important invention. Penny Stocks #Bitcoin
HODLer | Qualified Financial literate PHD in
#BTFD| Part-time Homemade
Billionaire #Bitcoin",,1632,2824,2013-07-22 05:59:16+00:00,Twitter for Android,2022-09-26 23:54:37+00:00,1574548026894450703,RT @thehill: White House and DeSantis put politics aside amid Hurricane Ian response https://t.co/uOIl4y3TcS https://t.co/L0GfKDwQPJ,0,69
Kenny G,kennygartner,15698127,"Alexandria, VA","Certified Technology Specialist and wannabe IT geek. Baseball player, runner, swimmer. Weather enthusiast. UMD 2011 (Journalism)",,618,765,2008-08-02 04:16:32+00:00,Twitter for iPhone,2022-09-26 23:54:36+00:00,1574548021659983874,"RT @bryanwx: Flying into TPA really gives you an idea how flat the area is. So many buildings, roads, infrastructure sitting at or near sea…",0,77
Matt Hakala,HakalaMatt,1214352990221557760,"Massachusetts, USA","retired with time to tweet, I rarely tweet but when I do it's usually interesting! I usually don't answer DMs",,294,679,2020-01-07 01:08:40+00:00,Twitter for Android,2022-09-26 23:54:36+00:00,1574548021194391557,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Ellen Becker,selfhelp5,241002154,,,,423,867,2011-01-21 06:28:21+00:00,Twitter for iPhone,2022-09-26 23:54:36+00:00,1574548019424395283,"RT @AaronParnas: As someone who wanted to be a meteorologist growing up, I have been following hurricanes closely for more than a decade.…",0,224
Florida Chris,chrislongview,800570658929262592,"Florida, USA","Proud Montanan & Floridian. Huge nerd w/ a lab named Shelby. I raise lots of $ for stuff. Loves: Emory, Vanderbilt, Columbia, USF, beach, clearly a homo.",,26814,2400,2016-11-21 05:24:53+00:00,Twitter for Android,2022-09-26 23:54:36+00:00,1574548019009454080,RT @tropicalupdate: An afternoon look at Hurricane Ian. Pressure down to 978. Satellite here puts into perspective how big it is compared t…,0,290
Aaron Davis,Aaron_C_Davis,460845049,Kansas City ,I pretty much like to get awesome all the time.,,481,1331,2012-01-11 05:32:25+00:00,Twitter for iPhone,2022-09-26 23:54:35+00:00,1574548017155276823,"RT @JeffDarlington: Thread: If the Bucs are unable to host the Chiefs on Sunday due to the impact of Hurricane Ian, the NFL is unlikely to…",0,76
Maverick McCoy,mavmccoytx,1510961362771529732,"Texas, USA","Christian, Texan, American. In that order.",,68,388,2022-04-04 12:44:18+00:00,Twitter for iPhone,2022-09-26 23:54:35+00:00,1574548016731951105,"RT @AdamSchefter: With Hurricane Ian looming, the Buccaneers are evacuating Tampa on Tuesday afternoon and will spend the week practicing a…",0,790
Nolwene,tnolwene,1156585712134889472,France,"DEA LLCE US/GB - PhD AMERICAN CIVILISATION
AUX AMOUREUX DE LA FRANCE. PAS D'ANTISÉMITES
PATRIOTS - TAKE AMERICA BACK
MAGA - FRANCE FIRST -",,3318,3910,2019-07-31 15:21:36+00:00,Twitter Web App,2022-09-26 23:54:34+00:00,1574548014374715392,RT @Doc_Chimpanzee: Breaking: governor DeSantis has rerouted hurricane Ian to Martha’s Vineyard https://t.co/YVUBwhHGLe,0,2056
WBMN Groovin' 24/7,RadioBlackOn,4635975621,"Indianapolis, IN",The Best R&B station on the PLANET!,https://t.co/yY3ZcmZDM7,850,1737,2015-12-28 20:58:17+00:00,dlvr.it,2022-09-26 23:54:34+00:00,1574548012701196289,RT @RadioBlackOn: Hurricane Ian Could be ‘Something We Haven’t Seen in Our Lifetime’ – So Says Tampa Forecaster | VIDEO https://t.co/E5dT8n…,0,2
Tatsu De. Mtz 🔥❄🇺🇸🇲🇽🇨🇦🇯🇵🇺🇦🇫🇷🇩🇪,TatsuDeMtz,2540474364,"Dallas, Tx","OfficialTatsu🔥❄🇺🇸🇲🇽🇨🇦🇯🇵
That's peculiar(NEVER trust a word of a communist, maga-cult or USA 🇺🇸) I'm no Jesus go f ur self 🔫, Atheist? Pro-Biden",https://t.co/Pga44tkORw,390,434,2014-06-02 00:28:18+00:00,Twitter for Android,2022-09-26 23:54:34+00:00,1574548012105334796,"RT @CharlieCrist: Need help preparing for Hurricane Ian? 

Here’s a checklist:

🛒 Stock your supply kit
⚠️ Know your evacuation zone
📲 Stay…",0,590
candle,alabamaredpanda,182224882,"Georgia, USA",You do not own the body of another human being. You are responsible for your own words and deeds. Fuck your control and greed. Life is not a zero sum game.,,559,846,2010-08-24 03:26:27+00:00,Twitter Web App,2022-09-26 23:54:34+00:00,1574548011908112385,RT @tropicalupdate: Latest NHC impacts from Hurricane Ian from the 5pm track. New track comes out at 11pm. https://t.co/Hk3pbO7x8H #flwx #I…,0,98
The Witching Hour,witchingghourr,1164221285414707200,,Sports | Movies | Tv | Music |,https://t.co/7Te8htWdqV,799,806,2019-08-21 17:03:19+00:00,Twitter for iPhone,2022-09-26 23:54:34+00:00,1574548010754867200,"RT @brgridiron: The Buccaneers are evacuating Tampa Bay on Tuesday and will be practicing at the Dolphins’ facility due to Hurricane Ian

T…",0,167
Devi L Woman,NamowLived,1557576992056279040,Somewhere in America,Cheating on FB with Twitter  No Lists  No DM  I vet follows #SlayThePatriarchy,,471,892,2022-08-11 03:58:26+00:00,Twitter Web App,2022-09-26 23:54:32+00:00,1574548002491879424,RT @CharlieCrist: Karla and I offer our thoughts and prayers to the people of Cuba and those with family there as Hurricane Ian makes landf…,0,1366
Manda Chasteen,theweathermanda,66219933,"Boulder, CO",Postdoc. Multiscale atmospheric dynamics + severe weather events. Occasional nature trekker. Cat servant. Night owl. Sustained by cold brew. she/her,https://t.co/7frkZ20Jcz,3794,2626,2009-08-16 23:33:47+00:00,Twitter for iPhone,2022-09-26 23:54:31+00:00,1574548001892159488,"RT @burgwx: [Monday, 9/26 Evening Update] After several days of large forecast uncertainty and alternating east/west trends, a consensus is…",0,78
Senixz,AnkiraP,1200770811612868609,Puerto Rico 🇵🇷,AnkiraP🍬🌟 ~ Haru Urara Trainer🌸 ~ Deranged Girl ~ lots of rts so turn them off if you want ~ Senixz#1997,https://t.co/BGOdenOHpv,270,630,2019-11-30 13:37:44+00:00,Twitter for iPhone,2022-09-26 23:54:31+00:00,1574548001460133888,RT @Ironik0422: I didn't know there was a hurricane so I thought Ian from smosh was terrorizing the entirety of fucking Florida,0,2486
jeremy 🌻,fierce_swagg,426121402,United States,,https://t.co/xYG7k7sMtS,96148,33268,2011-12-01 21:29:46+00:00,Twitter for iPhone,2022-09-26 23:54:31+00:00,1574548001351245824,RT @tropicalupdate: Latest NHC impacts from Hurricane Ian from the 5pm track. New track comes out at 11pm. https://t.co/Hk3pbO7x8H #flwx #I…,0,98
.,suppjules,128962768,"Florida, USA",the only BS I need is some beach & sunshine 🌞🏖️,,687,574,2010-04-02 19:08:16+00:00,Twitter for Android,2022-09-26 23:54:31+00:00,1574548001028468736,"RT @MattDevittWINK: Convective burst with #Ian right now wrapping around the core. If this trend continues, it'll be on its way to major hu…",0,10
Laterrance McCloud,LaterranceM,604001059,"Georgia, USA","My name is Laterrance, and I'm a part of the resistance! Wishing that the human race could evolve just a tad bit faster.",,1513,3946,2012-06-09 23:08:09+00:00,Twitter for Android,2022-09-26 23:54:31+00:00,1574547998410956800,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
JOS,thawthin2003,1512200369706835979,,Not a lot,,5,45,2022-04-07 22:47:54+00:00,Twitter for iPad,2022-09-26 23:54:30+00:00,1574547994547978240,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Tim | South Florida Mets Fan,PopCultureDepot,2912954043,"Florida, USA",Nobody special | LGBTQ+ Ally 🏳‍🌈| Condo Association President | Politically Independent - Yelling at Republicans and Democrats Equally | Tweets are my own,,3302,2544,2014-12-09 17:01:34+00:00,Twitter for iPhone,2022-09-26 23:54:28+00:00,1574547987807682560,RT @tropicalupdate: Latest NHC impacts from Hurricane Ian from the 5pm track. New track comes out at 11pm. https://t.co/Hk3pbO7x8H #flwx #I…,0,98
Ej✰ye,ejayesteger,1047322473568657408,"Fort Myers, FL",,,235,1158,2018-10-03 03:08:30+00:00,Twitter for iPhone,2022-09-26 23:54:27+00:00,1574547982468382724,RT @brndxix: they named the hurricane “ian” and expect me to take it seriously,0,318
Ms.Lopez #DefendDemocracy,LopezResists,1130046320184446976,#EarthJustice,"Climate Activist 🗣DEMOCRACY is ALIVE 
#FreshResists
Wild Life N #AnimalRights🌿#PresidentBiden  #RacialJustice Matters✊
We Are One #Humans🏳️‍🌈 Vote Blue 2022",,47112,33259,2019-05-19 09:43:32+00:00,Twitter for Android,2022-09-26 23:54:26+00:00,1574547979692023808,RT @7Veritas4: Hurricane Ian is projected to be the worst disaster to hit Florida since its current governor.,0,1645
pat micheletti,pmicheletti,16959031,"Salinas, CA",,,481,937,2008-10-24 23:37:52+00:00,Twitter Web App,2022-09-26 23:54:26+00:00,1574547978710265857,"RT @AaronParnas: As someone who wanted to be a meteorologist growing up, I have been following hurricanes closely for more than a decade.…",0,224
Gareth Morgan-Jones 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇺🇦☮️,Gwydion620,2480083422,"Auburn, AL",,,1768,514,2014-05-06 17:03:02+00:00,Twitter Web App,2022-09-26 23:54:26+00:00,1574547977061924867,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Suzanne,slvrfnx,291349358,AncestralMuskogeeCreekLand ,,,2770,4097,2011-05-01 21:18:12+00:00,Twitter for Android,2022-09-26 23:54:25+00:00,1574547975690387460,RT @femaregion4: Check in with neighbors to see how you can help each other before and after Hurricane #Ian . https://t.co/aJbM8crhpn,0,11
Bondforged Chenche_Starze | #StopAsianHate,CStarze,1098590879194013696,环卫工人的工资不一定可以吗。,"I am a thing that is still recovering from severe depression. I’m into Persona, Touhou, Dragalia, and Puyo. My SO: @LeverPivot. Priv: @Choonster10",,288,1235,2019-02-21 14:30:51+00:00,Twitter Web App,2022-09-26 23:54:25+00:00,1574547973765156864,RT @Ironik0422: I didn't know there was a hurricane so I thought Ian from smosh was terrorizing the entirety of fucking Florida,0,2486
Kimber,Kimberlyjh1313,74893403,Phoenix,"#FBR 🌊 BLM ✊🏻✊🏼✊🏽✊🏾✊🏿🇺🇸🏳️‍🌈 🐶🐾 Rescue Dog momma, Mom, Nana, Army wife, Patriot! tRump for prison!",,2731,3859,2009-09-17 01:07:16+00:00,Twitter for iPhone,2022-09-26 23:54:24+00:00,1574547969721802752,RT @NoUseForTrump: Isn't it interesting that Joe Biden immediately granted Florida's request for emergency funds for Hurricane Ian without…,0,4034
Heidi Malagisi,HeidiMalagisi1,519835531,United States,"Tudor History Nerd. I love good music, books, and history. Owner of Adventures of a Tudor Nerd",https://t.co/90B2NEnOKw,1844,1100,2012-03-09 21:25:24+00:00,Twitter for Android,2022-09-26 23:54:22+00:00,1574547962696384512,"RT @StephenKing: They can knock an asteroid off course, but not Hurricane Ian. Boo.",0,1903
Gotham 💯,Gotham305,1410723436838653952,,| Ranked #1 for Stock Trading and Technical Analysis in Puerto Rico on TV 🇵🇷🏆|Charting 📈 |Option Trading | Day Trading | Swing Trading|MBA in Finance|,,962,1,2021-07-01 22:15:53+00:00,Twitter Web App,2022-09-26 23:54:22+00:00,1574547961022906398,"RT @StormChasingVid: Hurricane Ian Outer Bands Reach The Florida Keys, 9/26/2022 https://t.co/I4CMdZ7Vuz via @subsurfacemedia #HurricaneIan…",0,2
Young,TheNewWeirdo,289533343,Why do you ask?,I'm nuts and tend to procrastinate.,,55,82,2011-04-28 20:29:07+00:00,Twitter for Android,2022-09-26 23:54:20+00:00,1574547953317863425,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
"Noles, Jags, Marlins",Rorabap,1016823550798417926,Jacksonville,,https://t.co/LcCNu8S5cf,698,1048,2018-07-10 23:16:40+00:00,Twitter for Android,2022-09-26 23:54:19+00:00,1574547950897856515,RT @CurtMWeiler: Norvell says #FSU AD Michael Alford and the administration have been in communication about having alternate plans for thi…,0,14
Guto Senra,gut0,11077312,"Rio de Janeiro, Brasil",Cozinheiro Profissional e Jogador Veterano de Rugby. Fundador do @ogrostronomia e @ojaysrugby,https://t.co/CWOyVvB0Iq,2326,2175,2007-12-12 05:53:43+00:00,Twitter for iPhone,2022-09-26 23:54:19+00:00,1574547950247739404,"RT @StephenKing: They can knock an asteroid off course, but not Hurricane Ian. Boo.",0,1903
Donnie A🧢,donnie__adams,877770701469626369,,backup account for @eagle3 which is “locked” thru end of month. #BeenBadBoy Will go back 10/1,,416,3201,2017-06-22 06:10:18+00:00,Twitter for iPhone,2022-09-26 23:54:19+00:00,1574547948758761478,"RT @LauraKronen: All of the unvaccinated National Guardsmen are now activated for Hurricane Ian. Guess now that they are needed, their jab…",0,42
